id_venta,fecha,id_cliente,id_producto,id_sucursal,cantidad,precio_unitario,descuento,costo_unitario,ingreso,costo,margen
11503,2024-08-04,C0568,P008,S03,24,1050.0,0.0,682.0,25200.0,16368.0,8832.0
11502,2024-08-04,C0568,P030,S03,6,1080.0,0.0,781.0,6480.0,4686.0,1794.0
11501,2024-08-04,C0568,P012,S03,16,1490.0,0.0,920.0,23840.0,14720.0,9120.0
13288,2024-08-04,C0658,P027,S04,1,750.0,0.0,477.0,750.0,477.0,273.0
7389,2024-08-04,C0369,P033,S03,1,7900.0,0.0,4926.0,7900.0,4926.0,2974.0
11785,2024-08-04,C0584,P034,S04,2,840.0,0.0,540.0,1680.0,1080.0,600.0
13229,2024-08-04,C0656,P035,S03,2,4950.0,0.0,3093.0,9900.0,6186.0,3714.0
3476,2024-08-04,C0179,P015,S04,4,1440.0,0.0,870.0,5760.0,3480.0,2280.0
6761,2024-08-04,C0339,P010,S05,2,1720.0,0.0,1269.0,3440.0,2538.0,902.0
97,2024-08-04,C0008,P007,S03,1,1420.0,0.0,850.0,1420.0,850.0,570.0
1639,2024-08-04,C0087,P025,S04,3,500.0,0.0,320.0,1500.0,960.0,540.0
1641,2024-08-04,C0087,P032,S04,12,5700.0,0.0,4253.0,68400.0,51036.0,17364.0
1640,2024-08-04,C0087,P022,S04,4,2060.0,0.0,1410.0,8240.0,5640.0,2600.0
13230,2024-08-04,C0656,P034,S03,3,840.0,0.0,540.0,2520.0,1620.0,900.0
3423,2024-08-04,C0176,P010,S03,4,1720.0,0.0,1269.0,6880.0,5076.0,1804.0
1946,2024-08-04,C0108,P020,S03,10,2038.77,0.25,2517.0,20387.7,25170.0,-4782.3
98,2024-08-04,C0008,P012,S03,5,1341.0,0.1,920.0,6705.0,4600.0,2105.0
3983,2024-08-05,C0206,P028,S03,2,342.0,0.05,222.0,684.0,444.0,240.0
7544,2024-08-05,C0378,P004,S03,4,1168.5,0.05,773.0,4674.0,3092.0,1582.0
7545,2024-08-05,C0378,P005,S03,5,954.18,0.25,1178.0,4770.9,5890.0,-1119.1
8078,2024-08-05,C0409,P015,S04,3,1440.0,0.0,870.0,4320.0,2610.0,1710.0
3984,2024-08-05,C0206,P002,S03,4,1080.0,0.0,689.0,4320.0,2756.0,1564.0
8077,2024-08-05,C0409,P022,S04,1,2060.0,0.0,1410.0,2060.0,1410.0,650.0
3995,2024-08-05,C0208,P005,S05,1,1145.02,0.1,1178.0,1145.02,1178.0,-32.98
8076,2024-08-05,C0409,P024,S04,3,1377.5,0.05,987.0,4132.5,2961.0,1171.5
8075,2024-08-05,C0409,P008,S04,1,945.0,0.1,682.0,945.0,682.0,263.0
9640,2024-08-05,C0483,P031,S04,12,2390.0,0.0,1817.0,28680.0,21804.0,6876.0
12488,2024-08-05,C0622,P034,S04,1,840.0,0.0,540.0,840.0,540.0,300.0
15136,2024-08-05,C0765,P010,S03,17,1720.0,0.0,1269.0,29240.0,21573.0,7667.0
15134,2024-08-05,C0765,P002,S03,5,1080.0,0.0,689.0,5400.0,3445.0,1955.0
15135,2024-08-05,C0765,P007,S03,19,1349.0,0.05,850.0,25631.0,16150.0,9481.0
3985,2024-08-05,C0206,P031,S03,1,2390.0,0.0,1817.0,2390.0,1817.0,573.0
11641,2024-08-06,C0576,P026,S03,4,1390.0,0.0,855.0,5560.0,3420.0,2140.0
2108,2024-08-06,C0113,P020,S03,3,2446.52,0.1,2517.0,7339.56,7551.0,-211.44
2110,2024-08-06,C0113,P006,S03,2,1054.5,0.05,761.0,2109.0,1522.0,587.0
9076,2024-08-06,C0451,P032,S04,16,5700.0,0.0,4253.0,91200.0,68048.0,23152.0
12511,2024-08-06,C0624,P035,S02,2,4702.5,0.05,3093.0,9405.0,6186.0,3219.0
2109,2024-08-06,C0113,P009,S03,6,702.76,0.1,723.0,4216.56,4338.0,-121.44
12513,2024-08-06,C0624,P027,S02,2,750.0,0.0,477.0,1500.0,954.0,546.0
1600,2024-08-06,C0086,P012,S03,4,1490.0,0.0,920.0,5960.0,3680.0,2280.0
13472,2024-08-06,C0668,P028,S03,5,360.0,0.0,222.0,1800.0,1110.0,690.0
13473,2024-08-06,C0668,P006,S03,4,1110.0,0.0,761.0,4440.0,3044.0,1396.0
13474,2024-08-06,C0668,P024,S03,3,1450.0,0.0,987.0,4350.0,2961.0,1389.0
10410,2024-08-06,C0520,P005,S03,2,1145.02,0.1,1178.0,2290.04,2356.0,-65.96
138,2024-08-06,C0012,P022,S05,3,2060.0,0.0,1410.0,6180.0,4230.0,1950.0
10411,2024-08-06,C0520,P026,S03,3,1251.0,0.1,855.0,3753.0,2565.0,1188.0
136,2024-08-06,C0012,P013,S05,2,2160.0,0.0,1355.0,4320.0,2710.0,1610.0
9485,2024-08-06,C0473,P025,S02,2,500.0,0.0,320.0,1000.0,640.0,360.0
9486,2024-08-06,C0473,P008,S02,5,1050.0,0.0,682.0,5250.0,3410.0,1840.0
2019,2024-08-06,C0110,P009,S03,5,585.63,0.25,723.0,2928.15,3615.0,-686.85
137,2024-08-06,C0012,P020,S05,4,2310.61,0.15,2517.0,9242.44,10068.0,-825.56
12512,2024-08-06,C0624,P033,S02,2,7900.0,0.0,4926.0,15800.0,9852.0,5948.0
14011,2024-08-07,C0707,P002,S03,21,1026.0,0.05,689.0,21546.0,14469.0,7077.0
12344,2024-08-07,C0614,P005,S02,3,1081.4,0.15,1178.0,3244.2,3534.0,-289.8
6893,2024-08-07,C0346,P013,S02,23,2052.0,0.05,1355.0,47196.0,31165.0,16031.0
11012,2024-08-07,C0549,P027,S05,4,675.0,0.1,477.0,2700.0,1908.0,792.0
12343,2024-08-07,C0614,P011,S02,3,410.0,0.0,319.0,1230.0,957.0,273.0
13454,2024-08-07,C0666,P017,S02,3,1566.86,0.1,1612.0,4700.58,4836.0,-135.42
14012,2024-08-07,C0707,P035,S03,16,4950.0,0.0,3093.0,79200.0,49488.0,29712.0
2412,2024-08-07,C0124,P017,S03,1,1305.72,0.25,1612.0,1305.72,1612.0,-306.28
973,2024-08-07,C0051,P020,S03,8,2446.52,0.1,2517.0,19572.16,20136.0,-563.84
11011,2024-08-07,C0549,P032,S05,8,5700.0,0.0,4253.0,45600.0,34024.0,11576.0
2410,2024-08-07,C0124,P020,S03,4,2038.77,0.25,2517.0,8155.08,10068.0,-1912.92
2411,2024-08-07,C0124,P033,S03,4,7900.0,0.0,4926.0,31600.0,19704.0,11896.0
14010,2024-08-07,C0707,P004,S03,12,1230.0,0.0,773.0,14760.0,9276.0,5484.0
13455,2024-08-07,C0666,P031,S02,2,2270.5,0.05,1817.0,4541.0,3634.0,907.0
6892,2024-08-07,C0346,P024,S02,22,1450.0,0.0,987.0,31900.0,21714.0,10186.0
12342,2024-08-07,C0614,P014,S02,1,2490.0,0.0,1475.0,2490.0,1475.0,1015.0
2409,2024-08-07,C0124,P025,S03,2,500.0,0.0,320.0,1000.0,640.0,360.0
4702,2024-08-07,C0247,P026,S03,1,1390.0,0.0,855.0,1390.0,855.0,535.0
4701,2024-08-07,C0247,P004,S03,5,1230.0,0.0,773.0,6150.0,3865.0,2285.0
2408,2024-08-07,C0124,P016,S03,5,1824.0,0.05,1436.0,9120.0,7180.0,1940.0
2407,2024-08-07,C0124,P010,S03,5,1720.0,0.0,1269.0,8600.0,6345.0,2255.0
7165,2024-08-08,C0359,P012,S05,23,1490.0,0.0,920.0,34270.0,21160.0,13110.0
4900,2024-08-08,C0252,P002,S03,3,1080.0,0.0,689.0,3240.0,2067.0,1173.0
7164,2024-08-08,C0359,P033,S05,14,7900.0,0.0,4926.0,110600.0,68964.0,41636.0
7163,2024-08-08,C0359,P032,S05,20,5700.0,0.0,4253.0,114000.0,85060.0,28940.0
1717,2024-08-08,C0092,P037,S03,3,4310.0,0.0,3280.0,12930.0,9840.0,3090.0
11825,2024-08-08,C0585,P030,S04,1,1080.0,0.0,781.0,1080.0,781.0,299.0
4898,2024-08-08,C0252,P007,S03,2,1420.0,0.0,850.0,2840.0,1700.0,1140.0
1353,2024-08-08,C0075,P013,S01,16,2160.0,0.0,1355.0,34560.0,21680.0,12880.0
1352,2024-08-08,C0075,P014,S01,20,2365.5,0.05,1475.0,47310.0,29500.0,17810.0
1351,2024-08-08,C0075,P034,S01,12,840.0,0.0,540.0,10080.0,6480.0,3600.0
5896,2024-08-08,C0305,P024,S03,2,1450.0,0.0,987.0,2900.0,1974.0,926.0
12896,2024-08-08,C0640,P007,S04,1,1420.0,0.0,850.0,1420.0,850.0,570.0
11824,2024-08-08,C0585,P009,S04,4,585.63,0.25,723.0,2342.52,2892.0,-549.48
1718,2024-08-08,C0092,P020,S03,2,2174.69,0.2,2517.0,4349.38,5034.0,-684.62
4899,2024-08-08,C0252,P009,S03,5,702.76,0.1,723.0,3513.8,3615.0,-101.2
14292,2024-08-08,C0716,P008,S05,3,1050.0,0.0,682.0,3150.0,2046.0,1104.0
14293,2024-08-08,C0716,P037,S05,3,4310.0,0.0,3280.0,12930.0,9840.0,3090.0
7301,2024-08-09,C0363,P010,S03,5,1720.0,0.0,1269.0,8600.0,6345.0,2255.0
3170,2024-08-09,C0168,P020,S03,1,2446.52,0.1,2517.0,2446.52,2517.0,-70.48
7688,2024-08-09,C0383,P016,S03,3,1728.0,0.1,1436.0,5184.0,4308.0,876.0
3171,2024-08-09,C0168,P015,S03,4,1440.0,0.0,870.0,5760.0,3480.0,2280.0
11688,2024-08-09,C0576,P033,S03,3,7900.0,0.0,4926.0,23700.0,14778.0,8922.0
5265,2024-08-09,C0268,P030,S03,1,1080.0,0.0,781.0,1080.0,781.0,299.0
5264,2024-08-09,C0268,P027,S03,3,750.0,0.0,477.0,2250.0,1431.0,819.0
11689,2024-08-09,C0576,P015,S03,4,1440.0,0.0,870.0,5760.0,3480.0,2280.0
13833,2024-08-09,C0696,P025,S04,3,500.0,0.0,320.0,1500.0,960.0,540.0
7687,2024-08-09,C0383,P014,S03,2,2365.5,0.05,1475.0,4731.0,2950.0,1781.0
10461,2024-08-09,C0522,P022,S02,18,2060.0,0.0,1410.0,37080.0,25380.0,11700.0
15676,2024-08-09,C0800,P035,S03,1,4702.5,0.05,3093.0,4702.5,3093.0,1609.5
7300,2024-08-09,C0363,P028,S03,4,360.0,0.0,222.0,1440.0,888.0,552.0
11691,2024-08-09,C0576,P013,S03,3,2160.0,0.0,1355.0,6480.0,4065.0,2415.0
11690,2024-08-09,C0576,P011,S03,4,410.0,0.0,319.0,1640.0,1276.0,364.0
9917,2024-08-09,C0497,P008,S04,1,997.5,0.05,682.0,997.5,682.0,315.5
9918,2024-08-09,C0497,P014,S04,1,2241.0,0.1,1475.0,2241.0,1475.0,766.0
7302,2024-08-09,C0363,P019,S03,5,4290.0,0.0,2704.0,21450.0,13520.0,7930.0
10462,2024-08-09,C0522,P035,S02,8,4950.0,0.0,3093.0,39600.0,24744.0,14856.0
13834,2024-08-09,C0696,P001,S04,1,1296.0,0.1,996.0,1296.0,996.0,300.0
15675,2024-08-09,C0800,P037,S03,1,4310.0,0.0,3280.0,4310.0,3280.0,1030.0
3169,2024-08-09,C0168,P012,S03,4,1490.0,0.0,920.0,5960.0,3680.0,2280.0
13835,2024-08-09,C0696,P018,S04,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
560,2024-08-09,C0033,P009,S03,3,585.63,0.25,723.0,1756.89,2169.0,-412.11
7829,2024-08-09,C0397,P024,S05,5,1377.5,0.05,987.0,6887.5,4935.0,1952.5
559,2024-08-09,C0033,P034,S03,4,840.0,0.0,540.0,3360.0,2160.0,1200.0
7831,2024-08-09,C0397,P020,S05,4,2038.77,0.25,2517.0,8155.08,10068.0,-1912.92
558,2024-08-09,C0033,P007,S03,4,1420.0,0.0,850.0,5680.0,3400.0,2280.0
5932,2024-08-09,C0305,P024,S03,5,1305.0,0.1,987.0,6525.0,4935.0,1590.0
1756,2024-08-09,C0093,P018,S05,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
7830,2024-08-09,C0397,P007,S05,4,1278.0,0.1,850.0,5112.0,3400.0,1712.0
2013,2024-08-10,C0110,P026,S03,2,1320.5,0.05,855.0,2641.0,1710.0,931.0
10110,2024-08-10,C0504,P012,S05,11,1490.0,0.0,920.0,16390.0,10120.0,6270.0
9200,2024-08-10,C0455,P017,S02,4,1305.72,0.25,1612.0,5222.88,6448.0,-1225.12
7587,2024-08-10,C0379,P037,S04,15,4310.0,0.0,3280.0,64650.0,49200.0,15450.0
8669,2024-08-10,C0438,P012,S05,1,1490.0,0.0,920.0,1490.0,920.0,570.0
7881,2024-08-10,C0398,P031,S02,3,2270.5,0.05,1817.0,6811.5,5451.0,1360.5
7884,2024-08-10,C0398,P008,S02,8,997.5,0.05,682.0,7980.0,5456.0,2524.0
7588,2024-08-10,C0379,P017,S04,18,1479.82,0.15,1612.0,26636.76,29016.0,-2379.24
7880,2024-08-10,C0398,P018,S02,6,1480.0,0.0,1121.0,8880.0,6726.0,2154.0
10109,2024-08-10,C0504,P026,S05,19,1390.0,0.0,855.0,26410.0,16245.0,10165.0
9199,2024-08-10,C0455,P019,S02,3,4290.0,0.0,2704.0,12870.0,8112.0,4758.0
2011,2024-08-10,C0110,P009,S03,4,624.67,0.2,723.0,2498.68,2892.0,-393.32
2012,2024-08-10,C0110,P007,S03,3,1420.0,0.0,850.0,4260.0,2550.0,1710.0
3938,2024-08-10,C0202,P001,S03,2,1440.0,0.0,996.0,2880.0,1992.0,888.0
11766,2024-08-10,C0583,P024,S03,6,1305.0,0.1,987.0,7830.0,5922.0,1908.0
1838,2024-08-10,C0099,P014,S03,3,2241.0,0.1,1475.0,6723.0,4425.0,2298.0
8670,2024-08-10,C0438,P018,S05,1,1480.0,0.0,1121.0,1480.0,1121.0,359.0
15686,2024-08-10,C0800,P009,S03,3,585.63,0.25,723.0,1756.89,2169.0,-412.11
15685,2024-08-10,C0800,P006,S03,5,1110.0,0.0,761.0,5550.0,3805.0,1745.0
10111,2024-08-10,C0504,P018,S05,14,1480.0,0.0,1121.0,20720.0,15694.0,5026.0
7883,2024-08-10,C0398,P013,S02,2,2160.0,0.0,1355.0,4320.0,2710.0,1610.0
4759,2024-08-10,C0248,P011,S02,3,410.0,0.0,319.0,1230.0,957.0,273.0
4760,2024-08-10,C0248,P026,S02,3,1390.0,0.0,855.0,4170.0,2565.0,1605.0
7882,2024-08-10,C0398,P012,S02,7,1490.0,0.0,920.0,10430.0,6440.0,3990.0
15687,2024-08-10,C0800,P031,S03,5,2390.0,0.0,1817.0,11950.0,9085.0,2865.0
3936,2024-08-10,C0202,P014,S03,3,2241.0,0.1,1475.0,6723.0,4425.0,2298.0
10108,2024-08-10,C0504,P007,S05,16,1420.0,0.0,850.0,22720.0,13600.0,9120.0
3937,2024-08-10,C0202,P005,S03,4,1017.79,0.2,1178.0,4071.16,4712.0,-640.84
1837,2024-08-10,C0099,P013,S03,2,2160.0,0.0,1355.0,4320.0,2710.0,1610.0
12449,2024-08-11,C0619,P022,S03,4,2060.0,0.0,1410.0,8240.0,5640.0,2600.0
11768,2024-08-11,C0583,P024,S03,7,1450.0,0.0,987.0,10150.0,6909.0,3241.0
11770,2024-08-11,C0583,P007,S03,19,1420.0,0.0,850.0,26980.0,16150.0,10830.0
11434,2024-08-11,C0567,P002,S03,2,1026.0,0.05,689.0,2052.0,1378.0,674.0
15265,2024-08-11,C0778,P025,S03,3,500.0,0.0,320.0,1500.0,960.0,540.0
11435,2024-08-11,C0567,P034,S03,3,840.0,0.0,540.0,2520.0,1620.0,900.0
7955,2024-08-11,C0400,P013,S02,11,2160.0,0.0,1355.0,23760.0,14905.0,8855.0
11769,2024-08-11,C0583,P030,S03,6,1080.0,0.0,781.0,6480.0,4686.0,1794.0
14821,2024-08-11,C0747,P009,S05,4,624.67,0.2,723.0,2498.68,2892.0,-393.32
7952,2024-08-11,C0400,P030,S02,6,1080.0,0.0,781.0,6480.0,4686.0,1794.0
7954,2024-08-11,C0400,P020,S02,13,2174.69,0.2,2517.0,28270.97,32721.0,-4450.03
4190,2024-08-11,C0216,P011,S05,7,410.0,0.0,319.0,2870.0,2233.0,637.0
12720,2024-08-11,C0633,P010,S03,4,1720.0,0.0,1269.0,6880.0,5076.0,1804.0
7953,2024-08-11,C0400,P005,S02,12,954.18,0.25,1178.0,11450.16,14136.0,-2685.84
14822,2024-08-11,C0747,P019,S05,1,4290.0,0.0,2704.0,4290.0,2704.0,1586.0
12721,2024-08-11,C0633,P013,S03,1,2160.0,0.0,1355.0,2160.0,1355.0,805.0
12448,2024-08-11,C0619,P017,S03,1,1566.86,0.1,1612.0,1566.86,1612.0,-45.14
13465,2024-08-11,C0667,P010,S05,1,1634.0,0.05,1269.0,1634.0,1269.0,365.0
748,2024-08-12,C0040,P005,S04,2,954.18,0.25,1178.0,1908.36,2356.0,-447.64
8947,2024-08-12,C0447,P022,S03,6,2060.0,0.0,1410.0,12360.0,8460.0,3900.0
8948,2024-08-12,C0447,P034,S03,6,840.0,0.0,540.0,5040.0,3240.0,1800.0
14052,2024-08-12,C0708,P007,S03,5,1420.0,0.0,850.0,7100.0,4250.0,2850.0
1147,2024-08-12,C0060,P017,S03,10,1392.77,0.2,1612.0,13927.7,16120.0,-2192.3
2693,2024-08-12,C0141,P022,S03,2,1854.0,0.1,1410.0,3708.0,2820.0,888.0
12177,2024-08-12,C0603,P001,S05,12,1440.0,0.0,996.0,17280.0,11952.0,5328.0
175,2024-08-12,C0014,P031,S02,1,2390.0,0.0,1817.0,2390.0,1817.0,573.0
14019,2024-08-12,C0708,P014,S04,6,2241.0,0.1,1475.0,13446.0,8850.0,4596.0
8161,2024-08-12,C0413,P011,S03,14,410.0,0.0,319.0,5740.0,4466.0,1274.0
8160,2024-08-12,C0413,P005,S03,14,1081.4,0.15,1178.0,15139.6,16492.0,-1352.4
6231,2024-08-12,C0317,P018,S03,4,1480.0,0.0,1121.0,5920.0,4484.0,1436.0
8572,2024-08-12,C0435,P001,S03,2,1368.0,0.05,996.0,2736.0,1992.0,744.0
1146,2024-08-12,C0060,P016,S03,15,1920.0,0.0,1436.0,28800.0,21540.0,7260.0
6232,2024-08-12,C0317,P004,S03,4,1230.0,0.0,773.0,4920.0,3092.0,1828.0
8573,2024-08-12,C0435,P009,S03,1,585.63,0.25,723.0,585.63,723.0,-137.37
174,2024-08-12,C0014,P014,S02,2,2490.0,0.0,1475.0,4980.0,2950.0,2030.0
14018,2024-08-12,C0708,P025,S04,8,500.0,0.0,320.0,4000.0,2560.0,1440.0
8384,2024-08-13,C0423,P004,S05,7,1168.5,0.05,773.0,8179.5,5411.0,2768.5
11684,2024-08-13,C0576,P001,S01,5,1440.0,0.0,996.0,7200.0,4980.0,2220.0
12126,2024-08-13,C0601,P011,S03,2,410.0,0.0,319.0,820.0,638.0,182.0
11682,2024-08-13,C0576,P026,S01,1,1251.0,0.1,855.0,1251.0,855.0,396.0
6862,2024-08-13,C0344,P015,S03,10,1440.0,0.0,870.0,14400.0,8700.0,5700.0
11681,2024-08-13,C0576,P019,S01,1,4290.0,0.0,2704.0,4290.0,2704.0,1586.0
6521,2024-08-13,C0332,P014,S05,2,2490.0,0.0,1475.0,4980.0,2950.0,2030.0
3243,2024-08-13,C0171,P032,S03,5,5415.0,0.05,4253.0,27075.0,21265.0,5810.0
8385,2024-08-13,C0423,P034,S05,2,840.0,0.0,540.0,1680.0,1080.0,600.0
3244,2024-08-13,C0171,P031,S03,18,2270.5,0.05,1817.0,40869.0,32706.0,8163.0
3245,2024-08-13,C0171,P007,S03,12,1420.0,0.0,850.0,17040.0,10200.0,6840.0
8383,2024-08-13,C0423,P037,S05,7,4310.0,0.0,3280.0,30170.0,22960.0,7210.0
6861,2024-08-13,C0344,P018,S03,25,1480.0,0.0,1121.0,37000.0,28025.0,8975.0
6520,2024-08-13,C0332,P002,S05,4,1080.0,0.0,689.0,4320.0,2756.0,1564.0
11683,2024-08-13,C0576,P031,S01,4,2390.0,0.0,1817.0,9560.0,7268.0,2292.0
8386,2024-08-13,C0423,P005,S05,2,1017.79,0.2,1178.0,2035.58,2356.0,-320.42
8382,2024-08-13,C0423,P011,S05,4,389.5,0.05,319.0,1558.0,1276.0,282.0
10567,2024-08-14,C0524,P016,S02,5,1824.0,0.05,1436.0,9120.0,7180.0,1940.0
11,2024-08-14,C0002,P006,S03,1,1110.0,0.0,761.0,1110.0,761.0,349.0
5113,2024-08-14,C0260,P006,S05,5,1110.0,0.0,761.0,5550.0,3805.0,1745.0
10725,2024-08-14,C0533,P007,S03,23,1420.0,0.0,850.0,32660.0,19550.0,13110.0
5115,2024-08-14,C0260,P032,S05,16,5700.0,0.0,4253.0,91200.0,68048.0,23152.0
10724,2024-08-14,C0533,P033,S03,12,7900.0,0.0,4926.0,94800.0,59112.0,35688.0
3084,2024-08-14,C0162,P007,S02,1,1420.0,0.0,850.0,1420.0,850.0,570.0
5114,2024-08-14,C0260,P033,S05,25,7900.0,0.0,4926.0,197500.0,123150.0,74350.0
10,2024-08-14,C0002,P032,S03,2,5700.0,0.0,4253.0,11400.0,8506.0,2894.0
2610,2024-08-14,C0134,P024,S04,4,1450.0,0.0,987.0,5800.0,3948.0,1852.0
9,2024-08-14,C0002,P030,S03,2,1080.0,0.0,781.0,2160.0,1562.0,598.0
4183,2024-08-15,C0216,P037,S05,16,4310.0,0.0,3280.0,68960.0,52480.0,16480.0
5290,2024-08-15,C0269,P020,S03,8,2446.52,0.1,2517.0,19572.16,20136.0,-563.84
5289,2024-08-15,C0269,P018,S03,3,1480.0,0.0,1121.0,4440.0,3363.0,1077.0
5288,2024-08-15,C0269,P014,S03,6,2365.5,0.05,1475.0,14193.0,8850.0,5343.0
9879,2024-08-15,C0496,P011,S03,2,410.0,0.0,319.0,820.0,638.0,182.0
9880,2024-08-15,C0496,P023,S03,1,3375.0,0.1,2866.0,3375.0,2866.0,509.0
9878,2024-08-15,C0496,P031,S03,1,2390.0,0.0,1817.0,2390.0,1817.0,573.0
18,2024-08-15,C0002,P006,S03,3,1110.0,0.0,761.0,3330.0,2283.0,1047.0
236,2024-08-15,C0017,P030,S05,4,1080.0,0.0,781.0,4320.0,3124.0,1196.0
9877,2024-08-15,C0496,P034,S03,3,840.0,0.0,540.0,2520.0,1620.0,900.0
632,2024-08-15,C0036,P009,S03,3,702.76,0.1,723.0,2108.28,2169.0,-60.72
631,2024-08-15,C0036,P037,S03,6,4310.0,0.0,3280.0,25860.0,19680.0,6180.0
9750,2024-08-15,C0490,P030,S02,2,1080.0,0.0,781.0,2160.0,1562.0,598.0
17,2024-08-15,C0002,P010,S03,1,1634.0,0.05,1269.0,1634.0,1269.0,365.0
10601,2024-08-15,C0525,P005,S04,3,954.18,0.25,1178.0,2862.54,3534.0,-671.46
1102,2024-08-15,C0059,P015,S05,1,1440.0,0.0,870.0,1440.0,870.0,570.0
4185,2024-08-15,C0216,P015,S05,6,1440.0,0.0,870.0,8640.0,5220.0,3420.0
4184,2024-08-15,C0216,P013,S05,14,1944.0,0.1,1355.0,27216.0,18970.0,8246.0
9751,2024-08-15,C0490,P028,S02,2,342.0,0.05,222.0,684.0,444.0,240.0
4186,2024-08-15,C0216,P021,S05,9,2370.0,0.0,1673.0,21330.0,15057.0,6273.0
5173,2024-08-15,C0264,P024,S04,6,1450.0,0.0,987.0,8700.0,5922.0,2778.0
5174,2024-08-15,C0264,P033,S04,6,7505.0,0.05,4926.0,45030.0,29556.0,15474.0
633,2024-08-15,C0036,P011,S03,5,410.0,0.0,319.0,2050.0,1595.0,455.0
10192,2024-08-15,C0509,P024,S03,7,1450.0,0.0,987.0,10150.0,6909.0,3241.0
4686,2024-08-15,C0246,P008,S05,4,997.5,0.05,682.0,3990.0,2728.0,1262.0
4687,2024-08-15,C0246,P035,S05,5,4950.0,0.0,3093.0,24750.0,15465.0,9285.0
1297,2024-08-15,C0071,P010,S02,8,1720.0,0.0,1269.0,13760.0,10152.0,3608.0
9752,2024-08-15,C0490,P010,S02,2,1720.0,0.0,1269.0,3440.0,2538.0,902.0
13781,2024-08-15,C0694,P005,S03,8,954.18,0.25,1178.0,7633.44,9424.0,-1790.56
4685,2024-08-15,C0246,P009,S05,4,624.67,0.2,723.0,2498.68,2892.0,-393.32
12083,2024-08-16,C0600,P033,S04,15,7505.0,0.05,4926.0,112575.0,73890.0,38685.0
12085,2024-08-16,C0600,P022,S04,4,2060.0,0.0,1410.0,8240.0,5640.0,2600.0
12084,2024-08-16,C0600,P002,S04,13,1080.0,0.0,689.0,14040.0,8957.0,5083.0
1872,2024-08-16,C0105,P016,S04,2,1920.0,0.0,1436.0,3840.0,2872.0,968.0
4725,2024-08-16,C0248,P037,S02,4,4094.5,0.05,3280.0,16378.0,13120.0,3258.0
9846,2024-08-16,C0493,P018,S03,1,1406.0,0.05,1121.0,1406.0,1121.0,285.0
9120,2024-08-16,C0451,P009,S02,7,663.71,0.15,723.0,4645.97,5061.0,-415.03
4724,2024-08-16,C0248,P026,S02,6,1390.0,0.0,855.0,8340.0,5130.0,3210.0
5486,2024-08-16,C0282,P017,S04,7,1479.82,0.15,1612.0,10358.74,11284.0,-925.26
9891,2024-08-16,C0497,P022,S03,2,2060.0,0.0,1410.0,4120.0,2820.0,1300.0
9892,2024-08-16,C0497,P006,S03,2,1110.0,0.0,761.0,2220.0,1522.0,698.0
9845,2024-08-16,C0493,P011,S03,4,410.0,0.0,319.0,1640.0,1276.0,364.0
9118,2024-08-16,C0451,P028,S02,14,342.0,0.05,222.0,4788.0,3108.0,1680.0
120,2024-08-16,C0010,P012,S03,3,1490.0,0.0,920.0,4470.0,2760.0,1710.0
119,2024-08-16,C0010,P019,S03,3,4290.0,0.0,2704.0,12870.0,8112.0,4758.0
1870,2024-08-16,C0105,P017,S04,1,1479.82,0.15,1612.0,1479.82,1612.0,-132.18
121,2024-08-16,C0010,P005,S03,1,1145.02,0.1,1178.0,1145.02,1178.0,-32.98
11771,2024-08-16,C0583,P002,S03,10,1026.0,0.05,689.0,10260.0,6890.0,3370.0
9119,2024-08-16,C0451,P032,S02,11,5700.0,0.0,4253.0,62700.0,46783.0,15917.0
2058,2024-08-16,C0112,P028,S03,24,360.0,0.0,222.0,8640.0,5328.0,3312.0
2057,2024-08-16,C0112,P006,S03,5,1110.0,0.0,761.0,5550.0,3805.0,1745.0
6257,2024-08-16,C0319,P035,S04,3,4702.5,0.05,3093.0,14107.5,9279.0,4828.5
6258,2024-08-16,C0319,P032,S04,1,5700.0,0.0,4253.0,5700.0,4253.0,1447.0
2056,2024-08-16,C0112,P033,S03,16,7900.0,0.0,4926.0,126400.0,78816.0,47584.0
11772,2024-08-16,C0583,P030,S03,14,1080.0,0.0,781.0,15120.0,10934.0,4186.0
4473,2024-08-16,C0236,P004,S02,16,1168.5,0.05,773.0,18696.0,12368.0,6328.0
4474,2024-08-16,C0236,P019,S02,19,4290.0,0.0,2704.0,81510.0,51376.0,30134.0
1871,2024-08-16,C0105,P032,S04,1,5700.0,0.0,4253.0,5700.0,4253.0,1447.0
14243,2024-08-17,C0715,P004,S03,4,1230.0,0.0,773.0,4920.0,3092.0,1828.0
638,2024-08-17,C0036,P026,S03,4,1320.5,0.05,855.0,5282.0,3420.0,1862.0
639,2024-08-17,C0036,P009,S03,2,663.71,0.15,723.0,1327.42,1446.0,-118.58
6729,2024-08-17,C0339,P034,S05,5,840.0,0.0,540.0,4200.0,2700.0,1500.0
14035,2024-08-17,C0708,P031,S03,5,2390.0,0.0,1817.0,11950.0,9085.0,2865.0
6727,2024-08-17,C0339,P027,S05,3,750.0,0.0,477.0,2250.0,1431.0,819.0
6726,2024-08-17,C0339,P018,S05,6,1406.0,0.05,1121.0,8436.0,6726.0,1710.0
